song,reentry_date,reentry_position,artist,reentry_popularity,entry_number,exit_date,last_position,days_outside,peak_rank,run_days,rank_jump_magnitude,peak_popularity,popularity_change,peak_date,days_to_peak,rank_jump_score,popularity_change_score,recovery_speed_score,momentum_spike_score,album_type,is_explicit,duration_minutes,total_tracks,first_entry_date,first_entry_position,reentry_frequency,fandom_intensity_proxy_score,post_comeback_retention_days
A bientot,2024-10-13,45.0,Lim Young Woong,57.0,17,2024-10-09,48.0,3,18.0,171,27.0,62.0,5.0,2024-11-30,48,65.85365853658537,5.747126436781609,56.36363636363637,45.92,album,False,4.27,12,2024-05-18,41.0,22,68.4,171
"Our Blues, Our Life",2024-10-13,39.0,Lim Young Woong,58.0,10,2024-10-09,46.0,3,16.0,190,23.0,63.0,5.0,2024-11-30,48,56.09756097560976,5.747126436781609,56.36363636363637,41.05,album,False,3.46,12,2024-05-18,39.0,28,74.2,190
Interlude : Dive,2024-10-14,46.0,Jimin,77.0,8,2024-10-12,39.0,1,46.0,2,0.0,78.0,1.0,2024-10-14,0,0.0,1.1494252873563218,100.0,20.34,single,False,2.18,6,2024-05-18,42.0,19,58.64,2
Love Always Run Away,2024-10-14,49.0,Lim Young Woong,57.0,12,2024-10-03,48.0,10,49.0,2,0.0,58.0,1.0,2024-10-14,0,0.0,1.1494252873563218,100.0,20.34,single,False,4.05,2,2024-05-18,50.0,14,51.23,2
Haegeum,2024-10-16,47.0,Agust D,84.0,4,2024-10-12,50.0,3,47.0,1,0.0,84.0,0.0,2024-10-16,0,0.0,0.0,100.0,20.0,album,False,2.82,10,2024-05-18,25.0,5,37.68,1
A Psalm of Life,2024-10-16,50.0,Lim Young Woong,57.0,2,2024-06-06,50.0,131,50.0,1,0.0,57.0,0.0,2024-10-16,0,0.0,0.0,100.0,20.0,album,False,3.89,12,2024-06-06,50.0,6,39.16,1
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2024-10-16,38.0,Jung Kook & BTS,82.0,2,2024-10-13,48.0,2,31.0,3,7.0,82.0,0.0,2024-10-17,1,17.073170731707318,0.0,99.0909090909091,28.35,single,False,3.36,1,2024-05-18,31.0,4,41.27,3
Interlude : Dive,2024-10-17,42.0,Jimin,78.0,9,2024-10-15,46.0,1,31.0,4,11.0,78.0,0.0,2024-10-20,3,26.82926829268293,0.0,97.27272727272728,32.87,single,False,2.18,6,2024-05-18,42.0,19,65.9,4
I Love You,2024-10-17,49.0,Lim Young Woong,56.0,7,2024-09-26,48.0,20,49.0,2,0.0,56.0,0.0,2024-10-17,0,0.0,0.0,100.0,20.0,album,False,3.98,12,2024-05-19,50.0,12,48.05,2
A Psalm of Life,2024-10-19,49.0,Lim Young Woong,57.0,3,2024-10-16,50.0,2,49.0,1,0.0,57.0,0.0,2024-10-19,0,0.0,0.0,100.0,20.0,album,False,3.89,12,2024-06-06,50.0,6,39.16,1
Fact Check,2024-10-19,50.0,NCT 127,74.0,2,2024-10-13,44.0,5,46.0,2,4.0,75.0,1.0,2024-10-20,1,9.75609756097561,1.1494252873563218,99.0909090909091,25.04,album,False,3.08,9,2024-10-07,23.0,1,34.72,2
Cool With You,2024-10-19,48.0,NewJeans,85.0,2,2024-10-15,50.0,3,48.0,1,0.0,85.0,0.0,2024-10-19,0,0.0,0.0,100.0,20.0,single,False,2.46,6,2024-07-23,4.0,1,31.76,1
Haegeum,2024-10-20,49.0,Agust D,84.0,5,2024-10-16,47.0,3,49.0,2,0.0,84.0,0.0,2024-10-20,0,0.0,0.0,100.0,20.0,album,False,2.82,10,2024-05-18,25.0,5,37.68,2
Cruel Summer,2024-10-20,45.0,Taylor Swift,99.0,4,2024-10-08,50.0,11,45.0,2,0.0,99.0,0.0,2024-10-20,0,0.0,0.0,100.0,20.0,album,False,2.97,18,2024-07-02,38.0,13,49.53,2
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2024-10-20,42.0,Jung Kook & BTS,82.0,3,2024-10-18,31.0,1,28.0,3,14.0,82.0,0.0,2024-10-21,1,34.14634146341464,0.0,99.0909090909091,36.89,single,False,3.36,1,2024-05-18,31.0,4,46.69,3
Love Always Run Away,2024-10-21,47.0,Lim Young Woong,58.0,13,2024-10-15,49.0,5,28.0,112,19.0,61.0,3.0,2024-12-08,48,46.34146341463415,3.4482758620689653,56.36363636363637,35.48,single,False,4.05,2,2024-05-18,50.0,14,49.92,112
A Psalm of Life,2024-10-21,45.0,Lim Young Woong,57.0,4,2024-10-19,49.0,1,25.0,112,20.0,61.0,4.0,2024-12-03,43,48.78048780487805,4.597701149425287,60.909090909090914,37.95,album,False,3.89,12,2024-06-06,50.0,6,40.78,112
Interlude : Dive,2024-10-22,35.0,Jimin,79.0,10,2024-10-20,31.0,1,17.0,98,18.0,79.0,0.0,2024-11-27,36,43.90243902439025,0.0,67.27272727272727,35.41,single,False,2.18,6,2024-05-18,42.0,19,60.01,98
I Love You,2024-10-22,45.0,Lim Young Woong,57.0,8,2024-10-18,49.0,3,24.0,117,21.0,61.0,4.0,2024-12-02,41,51.21951219512195,4.597701149425287,62.72727272727272,39.53,album,False,3.98,12,2024-05-19,50.0,12,51.12,117
Hype Boy,2024-10-22,50.0,NewJeans,85.0,2,2024-10-20,48.0,1,50.0,1,0.0,85.0,0.0,2024-10-22,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
Lovely Touch,2024-10-22,49.0,Lim Young Woong,56.0,4,2024-06-06,48.0,137,25.0,111,24.0,61.0,5.0,2024-12-08,47,58.53658536585365,5.747126436781609,57.27272727272727,42.45,album,False,3.25,12,2024-05-23,49.0,5,41.24,111
Still With You,2024-10-23,44.0,Jung Kook,84.0,2,2024-10-20,37.0,2,44.0,1,0.0,84.0,0.0,2024-10-23,0,0.0,0.0,100.0,20.0,single,False,4.0,1,2024-07-05,8.0,1,31.76,1
Haegeum,2024-10-23,45.0,Agust D,84.0,6,2024-10-21,50.0,1,45.0,3,0.0,84.0,0.0,2024-10-23,0,0.0,0.0,100.0,20.0,album,False,2.82,10,2024-05-18,25.0,5,37.68,3
Cruel Summer,2024-10-24,50.0,Taylor Swift,100.0,5,2024-10-21,46.0,2,50.0,2,0.0,100.0,0.0,2024-10-24,0,0.0,0.0,100.0,20.0,album,False,2.97,18,2024-07-02,38.0,13,49.53,2
VIBE (feat. Jimin of BTS),2024-10-26,50.0,TAEYANG,71.0,5,2024-07-20,49.0,97,50.0,1,0.0,71.0,0.0,2024-10-26,0,0.0,0.0,100.0,20.0,album,False,2.93,6,2024-05-18,36.0,7,40.64,1
Left and Right (Feat. Jung Kook of BTS),2024-10-26,30.0,Charlie Puth,83.0,2,2024-10-23,32.0,2,15.0,5,15.0,83.0,0.0,2024-10-27,1,36.58536585365854,0.0,99.0909090909091,38.11,album,False,2.57,12,2024-05-18,23.0,8,53.39,5
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2024-10-26,33.0,Jung Kook & BTS,82.0,4,2024-10-22,47.0,3,21.0,5,12.0,82.0,0.0,2024-10-27,1,29.268292682926827,0.0,99.0909090909091,34.45,single,False,3.36,1,2024-05-18,31.0,4,45.14,5
HERO,2024-10-27,49.0,Lim Young Woong,56.0,2,2024-10-23,50.0,3,43.0,8,6.0,57.0,1.0,2024-11-02,6,14.634146341463412,1.1494252873563218,94.54545454545456,26.57,single,False,3.61,2,2024-10-23,50.0,4,39.0,8
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",2024-10-27,50.0,Fast & Furious: The Fast Saga & Jimin & BTS,71.0,3,2024-09-16,49.0,40,50.0,2,0.0,71.0,0.0,2024-10-27,0,0.0,0.0,100.0,20.0,single,False,1.05,1,2024-05-18,14.0,4,36.2,2
VIBE (feat. Jimin of BTS),2024-10-29,43.0,TAEYANG,71.0,6,2024-10-26,50.0,2,43.0,1,0.0,71.0,0.0,2024-10-29,0,0.0,0.0,100.0,20.0,album,False,2.93,6,2024-05-18,36.0,7,40.64,1
Father,2024-10-30,47.0,Lim Young Woong,57.0,2,2024-10-26,47.0,3,47.0,1,0.0,57.0,0.0,2024-10-30,0,0.0,0.0,100.0,20.0,album,False,3.97,12,2024-10-26,47.0,5,37.68,1
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",2024-10-31,46.0,Fast & Furious: The Fast Saga & Jimin & BTS,71.0,4,2024-10-28,50.0,2,12.0,57,34.0,71.0,0.0,2024-12-11,41,82.92682926829268,0.0,62.72727272727272,54.01,single,False,1.05,1,2024-05-18,14.0,4,48.45,57
Father,2024-11-01,43.0,Lim Young Woong,57.0,3,2024-10-30,47.0,1,28.0,81,15.0,60.0,3.0,2024-12-02,31,36.58536585365854,3.4482758620689653,71.81818181818183,33.69,album,False,3.97,12,2024-10-26,47.0,5,39.32,81
VIBE (feat. Jimin of BTS),2024-11-02,48.0,TAEYANG,71.0,7,2024-10-29,43.0,3,48.0,1,0.0,71.0,0.0,2024-11-02,0,0.0,0.0,100.0,20.0,album,False,2.93,6,2024-05-18,36.0,7,40.64,1
New Jeans,2024-11-03,48.0,NewJeans,84.0,2,2024-10-29,49.0,4,48.0,1,0.0,84.0,0.0,2024-11-03,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",2024-11-03,44.0,Fast & Furious: The Fast Saga & Jimin & BTS,69.0,4,2024-08-24,50.0,70,44.0,2,0.0,69.0,0.0,2024-11-03,0,0.0,0.0,100.0,20.0,single,False,2.94,2,2024-06-17,5.0,3,34.72,2
Somebody,2024-11-04,12.0,Jung Kook,0.0,2,2024-10-06,47.0,28,11.0,31,1.0,87.0,87.0,2024-11-05,1,2.4390243902439024,100.0,99.0909090909091,51.04,album,False,2.81,11,,,16,73.44,31
VIBE (feat. Jimin of BTS),2024-11-04,45.0,TAEYANG,71.0,8,2024-11-02,48.0,1,44.0,8,1.0,71.0,0.0,2024-11-11,7,2.4390243902439024,0.0,93.63636363636364,19.95,album,False,2.93,6,2024-05-18,36.0,7,39.02,8
HERO,2024-11-05,48.0,Lim Young Woong,57.0,3,2024-11-03,45.0,1,26.0,97,22.0,60.0,3.0,2024-11-30,25,53.65853658536586,3.4482758620689653,77.27272727272727,43.32,single,False,3.61,2,2024-10-23,50.0,4,45.31,97
Christmas Love,2024-11-05,28.0,Jimin,69.0,3,2024-06-22,48.0,135,28.0,2,0.0,69.0,0.0,2024-11-05,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,2
Talk Saxy,2024-11-07,50.0,RIIZE,67.0,2,2024-11-04,40.0,2,46.0,4,4.0,69.0,2.0,2024-11-09,2,9.75609756097561,2.2988505747126435,98.1818181818182,25.2,single,False,3.18,1,2024-10-29,39.0,6,42.01,4
Take Two,2024-11-07,49.0,BTS,85.0,2,2024-11-01,45.0,5,35.0,11,14.0,86.0,1.0,2024-11-08,1,34.14634146341464,1.1494252873563218,99.0909090909091,37.24,single,False,3.83,1,2024-06-11,5.0,1,42.46,11
Christmas Love,2024-11-08,50.0,Jimin,69.0,4,2024-11-06,28.0,1,50.0,1,0.0,69.0,0.0,2024-11-08,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Ditto,2024-11-08,43.0,NewJeans,85.0,2,2024-11-03,49.0,4,43.0,12,0.0,85.0,0.0,2024-11-08,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,12
Love Letter,2024-11-09,49.0,Lim Young Woong,57.0,2,2024-11-02,50.0,6,32.0,42,17.0,60.0,3.0,2024-12-05,26,41.46341463414634,3.4482758620689653,76.36363636363637,37.04,album,False,3.58,12,2024-11-01,50.0,9,48.51,42
Christmas Love,2024-11-10,46.0,Jimin,69.0,5,2024-11-08,50.0,1,33.0,2,13.0,69.0,0.0,2024-11-11,1,31.70731707317073,0.0,99.0909090909091,35.67,single,False,3.3,1,2024-06-18,50.0,14,60.73,2
Love Lee,2024-11-12,50.0,AKMU,81.0,2,2024-11-10,48.0,1,50.0,1,0.0,81.0,0.0,2024-11-12,0,0.0,0.0,100.0,20.0,single,False,2.99,2,2024-08-22,49.0,1,31.76,1
Elevator,2024-11-18,49.0,Lim Young Woong,55.0,2,2024-11-16,50.0,1,48.0,3,1.0,55.0,0.0,2024-11-19,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,3.46,2,2024-11-16,50.0,3,35.15,3
Christmas Love,2024-11-18,48.0,Jimin,69.0,6,2024-11-11,33.0,6,48.0,1,0.0,69.0,0.0,2024-11-18,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Loving You,2024-11-19,47.0,Lim Young Woong,56.0,2,2024-11-17,47.0,1,47.0,4,0.0,56.0,0.0,2024-11-19,0,0.0,0.0,100.0,20.0,album,False,3.54,12,2024-11-17,47.0,3,34.72,4
Love Station,2024-11-20,50.0,Lim Young Woong,56.0,2,2024-11-17,50.0,2,50.0,2,0.0,56.0,0.0,2024-11-20,0,0.0,0.0,100.0,20.0,album,False,3.19,12,2024-11-17,50.0,3,34.72,2
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2024-11-20,28.0,Jung Kook & BTS,80.0,5,2024-10-30,30.0,20,28.0,1,0.0,80.0,0.0,2024-11-20,0,0.0,0.0,100.0,20.0,single,False,3.36,1,2024-05-18,31.0,4,36.2,1
Ditto,2024-11-21,47.0,NewJeans,84.0,3,2024-11-19,49.0,1,47.0,1,0.0,84.0,0.0,2024-11-21,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
You & Me,2024-11-21,48.0,JENNIE,83.0,2,2024-11-19,50.0,1,47.0,7,1.0,83.0,0.0,2024-11-22,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.99,2,2024-10-08,4.0,6,39.59,7
Elevator,2024-11-22,50.0,Lim Young Woong,56.0,3,2024-11-20,49.0,1,50.0,1,0.0,56.0,0.0,2024-11-22,0,0.0,0.0,100.0,20.0,single,False,3.46,2,2024-11-16,50.0,3,34.72,1
Christmas Love,2024-11-22,49.0,Jimin,69.0,7,2024-11-18,48.0,3,49.0,1,0.0,69.0,0.0,2024-11-22,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Ditto,2024-11-23,50.0,NewJeans,84.0,4,2024-11-21,47.0,1,27.0,82,23.0,86.0,2.0,2024-12-11,18,56.09756097560976,2.2988505747126435,83.63636363636364,45.47,single,False,3.09,1,2024-05-18,15.0,24,77.89,82
ETA,2024-11-23,48.0,NewJeans,85.0,2,2024-11-14,49.0,8,47.0,6,1.0,85.0,0.0,2024-11-26,3,2.4390243902439024,0.0,97.27272727272728,20.67,single,False,2.52,6,2024-07-23,3.0,16,53.72,6
Love Station,2024-11-23,49.0,Lim Young Woong,56.0,3,2024-11-21,50.0,1,49.0,1,0.0,56.0,0.0,2024-11-23,0,0.0,0.0,100.0,20.0,album,False,3.19,12,2024-11-17,50.0,3,34.72,1
Christmas Love,2024-11-24,46.0,Jimin,69.0,8,2024-11-22,49.0,1,46.0,1,0.0,69.0,0.0,2024-11-24,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Left and Right (Feat. Jung Kook of BTS),2024-11-28,29.0,Charlie Puth,82.0,3,2024-10-30,19.0,28,19.0,4,10.0,82.0,0.0,2024-11-29,1,24.390243902439025,0.0,99.0909090909091,32.01,album,False,2.57,12,2024-05-18,23.0,8,49.52,4
Christmas Love,2024-11-28,48.0,Jimin,69.0,9,2024-11-24,46.0,3,48.0,1,0.0,69.0,0.0,2024-11-28,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Trust in me,2024-11-29,48.0,Lim Young Woong,58.0,2,2024-11-27,47.0,1,42.0,10,6.0,59.0,1.0,2024-12-05,6,14.634146341463412,1.1494252873563218,94.54545454545456,26.57,single,False,4.05,2,2024-11-13,50.0,1,34.56,10
ETA,2024-11-30,49.0,NewJeans,85.0,3,2024-11-28,50.0,1,31.0,25,18.0,85.0,0.0,2024-12-11,11,43.90243902439025,0.0,90.0,39.95,single,False,2.52,6,2024-07-23,3.0,16,64.13,25
OMG,2024-12-02,42.0,NewJeans,86.0,2,2024-10-28,48.0,34,38.0,23,4.0,87.0,1.0,2024-12-11,9,9.75609756097561,1.1494252873563218,91.81818181818184,23.59,single,False,3.54,2,2024-05-18,11.0,14,51.25,23
Christmas Love,2024-12-02,50.0,Jimin,69.0,10,2024-11-28,48.0,3,46.0,2,4.0,69.0,0.0,2024-12-03,1,9.75609756097561,0.0,99.0909090909091,24.7,single,False,3.3,1,2024-06-18,50.0,14,53.77,2
3D (Justin Timberlake Remix),2024-12-03,38.0,Jung Kook & Justin Timberlake,75.0,2,2024-11-27,28.0,5,36.0,3,2.0,76.0,1.0,2024-12-04,1,4.878048780487805,1.1494252873563218,99.0909090909091,22.6,single,False,2.68,1,2024-11-25,21.0,1,33.18,3
Loving You,2024-12-04,46.0,Lim Young Woong,57.0,3,2024-11-22,48.0,11,46.0,1,0.0,57.0,0.0,2024-12-04,0,0.0,0.0,100.0,20.0,album,False,3.54,12,2024-11-17,47.0,3,34.72,1
Too Sad to Dance,2024-12-04,50.0,Jung Kook,86.0,2,2024-12-02,46.0,1,50.0,1,0.0,86.0,0.0,2024-12-04,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
Closer to You (feat. Major Lazer),2024-12-05,44.0,Jung Kook,86.0,2,2024-12-03,47.0,1,33.0,10,11.0,86.0,0.0,2024-12-06,1,26.82926829268293,0.0,99.0909090909091,33.23,album,False,2.85,11,2024-11-04,10.0,13,57.7,10
Love Station,2024-12-05,50.0,Lim Young Woong,57.0,4,2024-11-23,49.0,11,50.0,1,0.0,57.0,0.0,2024-12-05,0,0.0,0.0,100.0,20.0,album,False,3.19,12,2024-11-17,50.0,3,34.72,1
Christmas Love,2024-12-05,47.0,Jimin,69.0,11,2024-12-03,46.0,1,47.0,1,0.0,69.0,0.0,2024-12-05,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Get A Guitar,2024-12-06,49.0,RIIZE,54.0,2,2024-11-16,45.0,19,39.0,15,10.0,65.0,11.0,2024-12-15,9,24.390243902439025,12.643678160919542,91.81818181818184,34.35,single,False,2.67,2,2024-09-06,25.0,6,46.22,15
Loving You,2024-12-06,50.0,Lim Young Woong,57.0,4,2024-12-04,46.0,1,50.0,2,0.0,57.0,0.0,2024-12-06,0,0.0,0.0,100.0,20.0,album,False,3.54,12,2024-11-17,47.0,3,34.72,2
Somebody,2024-12-06,48.0,Jung Kook,86.0,3,2024-12-04,47.0,1,47.0,3,1.0,86.0,0.0,2024-12-08,2,2.4390243902439024,0.0,98.1818181818182,20.86,album,False,2.81,11,,,16,54.07,3
Elevator,2024-12-08,50.0,Lim Young Woong,56.0,4,2024-11-22,50.0,15,50.0,1,0.0,56.0,0.0,2024-12-08,0,0.0,0.0,100.0,20.0,single,False,3.46,2,2024-11-16,50.0,3,34.72,1
Too Sad to Dance,2024-12-09,48.0,Jung Kook,86.0,3,2024-12-04,50.0,4,45.0,4,3.0,86.0,0.0,2024-12-11,2,7.317073170731707,0.0,98.1818181818182,23.29,album,False,2.93,11,2024-11-04,11.0,9,45.24,4
Christmas Love,2024-12-09,40.0,Jimin,70.0,12,2024-12-05,47.0,3,40.0,2,0.0,70.0,0.0,2024-12-09,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,2
Baddie,2024-12-09,49.0,IVE,82.0,2,2024-12-01,50.0,7,39.0,10,10.0,82.0,0.0,2024-12-11,2,24.390243902439025,0.0,98.1818181818182,31.83,single,False,2.57,6,2024-10-14,24.0,3,41.77,10
Somebody,2024-12-10,50.0,Jung Kook,86.0,4,2024-12-08,47.0,1,50.0,1,0.0,86.0,0.0,2024-12-10,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
Nest,2024-12-11,46.0,Lim Young Woong,59.0,2,2024-12-09,50.0,1,46.0,1,0.0,59.0,0.0,2024-12-11,0,0.0,0.0,100.0,20.0,album,False,2.87,12,2024-11-12,47.0,6,39.16,1
Hype Boy,2024-12-11,50.0,NewJeans,84.0,3,2024-10-22,50.0,49,50.0,1,0.0,84.0,0.0,2024-12-11,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
Christmas Love,2024-12-12,42.0,Jimin,70.0,13,2024-12-10,41.0,1,42.0,1,0.0,70.0,0.0,2024-12-12,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,1
Somebody,2024-12-12,48.0,Jung Kook,86.0,5,2024-12-10,50.0,1,37.0,3,11.0,86.0,0.0,2024-12-13,1,26.82926829268293,0.0,99.0909090909091,33.23,album,False,2.81,11,,,16,62.14,3
Shot Glass of Tears,2024-12-12,47.0,Jung Kook,86.0,2,2024-12-10,47.0,1,41.0,2,6.0,86.0,0.0,2024-12-13,1,14.634146341463412,0.0,99.0909090909091,27.14,album,False,2.79,11,2024-11-04,13.0,5,41.98,2
Nest,2024-12-13,50.0,Lim Young Woong,59.0,3,2024-12-11,46.0,1,48.0,3,2.0,59.0,0.0,2024-12-14,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,2.87,12,2024-11-12,47.0,6,40.37,3
My Starry Love,2024-12-13,48.0,Lim Young Woong,58.0,2,2024-12-08,42.0,4,48.0,1,0.0,58.0,0.0,2024-12-13,0,0.0,0.0,100.0,20.0,single,False,3.85,2,2024-11-12,48.0,3,34.72,1
Talk Saxy,2024-12-14,49.0,RIIZE,70.0,3,2024-11-10,50.0,33,48.0,2,1.0,70.0,0.0,2024-12-15,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,3.18,1,2024-10-29,39.0,6,39.59,2
Too Sad to Dance,2024-12-14,47.0,Jung Kook,85.0,4,2024-12-12,50.0,1,47.0,1,0.0,85.0,0.0,2024-12-14,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
Discord,2024-12-15,44.0,QWER,59.0,2,2024-12-12,49.0,2,44.0,2,0.0,59.0,0.0,2024-12-15,0,0.0,0.0,100.0,20.0,single,False,2.8,4,2024-12-10,49.0,1,31.76,2
You & Me,2024-12-15,50.0,JENNIE,81.0,3,2024-11-27,50.0,17,50.0,1,0.0,81.0,0.0,2024-12-15,0,0.0,0.0,100.0,20.0,single,False,2.99,2,2024-10-08,4.0,6,39.16,1
Shot Glass of Tears,2024-12-15,45.0,Jung Kook,85.0,3,2024-12-13,41.0,1,45.0,2,0.0,85.0,0.0,2024-12-15,0,0.0,0.0,100.0,20.0,album,False,2.79,11,2024-11-04,13.0,5,37.68,2
Too Sad to Dance,2024-12-16,47.0,Jung Kook,85.0,5,2024-12-14,47.0,1,47.0,1,0.0,85.0,0.0,2024-12-16,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
Somebody,2024-12-16,46.0,Jung Kook,85.0,6,2024-12-14,43.0,1,46.0,1,0.0,85.0,0.0,2024-12-16,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
Closer to You (feat. Major Lazer),2024-12-16,48.0,Jung Kook,86.0,3,2024-12-14,42.0,1,48.0,1,0.0,86.0,0.0,2024-12-16,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
All I Want for Christmas Is You,2024-12-17,24.0,Mariah Carey,99.0,2,2024-12-11,44.0,5,9.0,11,15.0,100.0,1.0,2024-12-25,8,36.58536585365854,1.1494252873563218,92.72727272727272,37.18,album,False,4.02,10,2024-12-11,44.0,1,40.83,11
Christmas Love,2024-12-17,33.0,Jimin,71.0,14,2024-12-12,42.0,4,33.0,2,0.0,71.0,0.0,2024-12-17,0,0.0,0.0,100.0,20.0,single,False,3.3,1,2024-06-18,50.0,14,51.01,2
Nest,2024-12-19,49.0,Lim Young Woong,58.0,4,2024-12-15,49.0,3,49.0,1,0.0,58.0,0.0,2024-12-19,0,0.0,0.0,100.0,20.0,album,False,2.87,12,2024-11-12,47.0,6,39.16,1
Shot Glass of Tears,2024-12-19,50.0,Jung Kook,85.0,4,2024-12-16,49.0,2,50.0,1,0.0,85.0,0.0,2024-12-19,0,0.0,0.0,100.0,20.0,album,False,2.79,11,2024-11-04,13.0,5,37.68,1
Closer to You (feat. Major Lazer),2024-12-20,49.0,Jung Kook,85.0,4,2024-12-16,48.0,3,47.0,2,2.0,85.0,0.0,2024-12-21,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,2.85,11,2024-11-04,10.0,13,50.74,2
Christmas Love,2024-12-20,30.0,Jimin,71.0,15,2024-12-18,33.0,1,24.0,9,6.0,71.0,0.0,2024-12-25,5,14.634146341463412,0.0,95.45454545454544,26.41,single,False,3.3,1,2024-06-18,50.0,14,53.94,9
Snowman,2024-12-21,34.0,Sia,94.0,2,2024-12-19,44.0,1,14.0,7,20.0,94.0,0.0,2024-12-25,4,48.78048780487805,0.0,96.36363636363636,43.66,album,False,2.76,13,2024-12-17,36.0,1,45.85,7
Somebody,2024-12-21,49.0,Jung Kook,84.0,7,2024-12-16,46.0,4,49.0,1,0.0,84.0,0.0,2024-12-21,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
Get A Guitar,2024-12-23,47.0,RIIZE,66.0,3,2024-12-20,50.0,2,47.0,2,0.0,66.0,0.0,2024-12-23,0,0.0,0.0,100.0,20.0,single,False,2.67,2,2024-09-06,25.0,6,39.16,2
Too Sad to Dance,2024-12-23,45.0,Jung Kook,83.0,6,2024-12-16,47.0,6,45.0,1,0.0,83.0,0.0,2024-12-23,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
My Love Mine All Mine,2024-12-23,48.0,Mitski,97.0,2,2024-12-20,48.0,2,48.0,1,0.0,97.0,0.0,2024-12-23,0,0.0,0.0,100.0,20.0,album,False,2.3,11,2024-12-17,48.0,9,43.61,1
Love Letter,2024-12-23,49.0,Lim Young Woong,58.0,3,2024-12-20,43.0,2,47.0,2,2.0,58.0,0.0,2024-12-24,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,3.58,12,2024-11-01,50.0,9,44.81,2
Last Christmas - Single Version,2024-12-23,42.0,Wham!,89.0,2,2024-12-19,47.0,3,13.0,5,29.0,89.0,0.0,2024-12-25,2,70.73170731707317,0.0,98.1818181818182,55.0,album,False,4.43,16,2024-12-17,38.0,1,53.5,5
Please Don't Change (feat. DJ Snake),2024-12-23,46.0,Jung Kook,85.0,2,2024-12-21,45.0,1,46.0,1,0.0,85.0,0.0,2024-12-23,0,0.0,0.0,100.0,20.0,album,False,2.44,11,2024-11-04,9.0,10,45.09,1
Hate You,2024-12-27,47.0,Jung Kook,84.0,2,2024-12-24,49.0,2,28.0,32,19.0,85.0,1.0,2025-01-03,7,46.34146341463415,1.1494252873563218,93.63636363636364,42.24,album,False,2.57,11,2024-11-04,8.0,4,48.72,32
ETA,2024-12-27,50.0,NewJeans,83.0,4,2024-12-24,45.0,2,32.0,57,18.0,85.0,2.0,2025-01-07,11,43.90243902439025,2.2988505747126435,90.0,40.64,single,False,2.52,6,2024-07-23,3.0,16,64.57,57
