song,reentry_date,reentry_position,artist,reentry_popularity,entry_number,exit_date,last_position,days_outside,peak_rank,run_days,rank_jump_magnitude,peak_popularity,popularity_change,peak_date,days_to_peak,rank_jump_score,popularity_change_score,recovery_speed_score,momentum_spike_score,album_type,is_explicit,duration_minutes,total_tracks,first_entry_date,first_entry_position,reentry_frequency,fandom_intensity_proxy_score,post_comeback_retention_days
EASY,2025-08-10,38.0,LE SSERAFIM,80.0,5,2025-08-08,49.0,1,34.0,11,4.0,80.0,0.0,2025-08-14,4,9.75609756097561,0.0,96.36363636363636,24.15,single,False,2.74,5,2025-02-21,9.0,7,42.37,11
Perfect Night,2025-08-10,42.0,LE SSERAFIM,81.0,8,2025-06-20,50.0,50,36.0,9,6.0,81.0,0.0,2025-08-15,5,14.634146341463412,0.0,95.45454545454544,26.41,single,False,2.65,1,2024-10-29,14.0,10,48.02,9
Ditto,2025-08-10,45.0,NewJeans,78.0,17,2025-08-03,47.0,6,45.0,5,0.0,79.0,1.0,2025-08-10,0,0.0,1.1494252873563218,100.0,20.34,single,False,3.09,1,2024-05-18,15.0,24,66.04,5
New Jeans,2025-08-11,50.0,NewJeans,78.0,19,2025-08-03,45.0,7,44.0,5,6.0,78.0,0.0,2025-08-14,3,14.634146341463412,0.0,97.27272727272728,26.77,single,False,1.82,2,2024-07-09,6.0,20,63.52,5
"Our Blues, Our Life",2025-08-12,49.0,Lim Young Woong,56.0,29,2025-08-09,46.0,2,49.0,2,0.0,56.0,0.0,2025-08-12,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,2
Rainbow,2025-08-12,47.0,Lim Young Woong,56.0,17,2025-08-09,43.0,2,47.0,1,0.0,56.0,0.0,2025-08-12,0,0.0,0.0,100.0,20.0,album,False,3.27,12,2024-05-18,33.0,16,53.98,1
Please Please Please,2025-08-15,47.0,Sabrina Carpenter,98.0,4,2025-08-02,50.0,12,47.0,2,0.0,98.0,0.0,2025-08-15,0,0.0,0.0,100.0,20.0,single,True,3.11,2,2025-06-10,45.0,4,36.2,2
Klaxon,2025-08-15,45.0,(G)I-DLE,75.0,3,2025-07-24,47.0,21,45.0,2,0.0,75.0,0.0,2025-08-15,0,0.0,0.0,100.0,20.0,single,False,2.92,4,2025-07-22,50.0,2,33.24,2
Who (Beautiful Mind Remix),2025-08-17,49.0,Jimin,62.0,3,2025-08-03,35.0,13,49.0,1,0.0,62.0,0.0,2025-08-17,0,0.0,0.0,100.0,20.0,album,False,2.97,10,2025-07-25,42.0,12,48.05,1
Who (Funky Remix),2025-08-17,44.0,Jimin,62.0,2,2025-08-14,49.0,2,44.0,1,0.0,62.0,0.0,2025-08-17,0,0.0,0.0,100.0,20.0,album,False,3.14,10,2025-07-25,46.0,11,46.57,1
OMG,2025-08-17,50.0,NewJeans,80.0,14,2025-07-31,48.0,16,44.0,3,6.0,80.0,0.0,2025-08-18,1,14.634146341463412,0.0,99.0909090909091,27.14,single,False,3.54,2,2024-05-18,11.0,14,55.32,3
New Jeans,2025-08-18,50.0,NewJeans,78.0,20,2025-08-16,49.0,1,50.0,2,0.0,78.0,0.0,2025-08-18,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,2
Left and Right (Feat. Jung Kook of BTS),2025-08-18,47.0,Charlie Puth,78.0,8,2025-02-10,46.0,188,47.0,4,0.0,78.0,0.0,2025-08-18,0,0.0,0.0,100.0,20.0,album,False,2.57,12,2024-05-18,23.0,8,42.13,4
Who (Funky Remix),2025-08-20,39.0,Jimin,62.0,3,2025-08-17,44.0,2,39.0,5,0.0,62.0,0.0,2025-08-20,0,0.0,0.0,100.0,20.0,album,False,3.14,10,2025-07-25,46.0,11,46.57,5
Who (Beautiful Mind Remix),2025-08-20,49.0,Jimin,62.0,4,2025-08-17,49.0,2,49.0,2,0.0,62.0,0.0,2025-08-20,0,0.0,0.0,100.0,20.0,album,False,2.97,10,2025-07-25,42.0,12,48.05,2
Who (Instrumental),2025-08-23,46.0,Jimin,61.0,2,2025-08-21,45.0,1,45.0,2,1.0,61.0,0.0,2025-08-24,1,2.4390243902439024,0.0,99.0909090909091,21.04,album,False,2.85,10,2025-07-25,44.0,8,42.56,2
Who (Beautiful Mind Remix),2025-08-23,49.0,Jimin,62.0,5,2025-08-21,49.0,1,49.0,1,0.0,62.0,0.0,2025-08-23,0,0.0,0.0,100.0,20.0,album,False,2.97,10,2025-07-25,42.0,12,48.05,1
Left and Right (Feat. Jung Kook of BTS),2025-08-23,43.0,Charlie Puth,78.0,9,2025-08-21,48.0,1,33.0,24,10.0,80.0,2.0,2025-09-02,10,24.390243902439025,2.2988505747126435,90.9090909090909,31.07,album,False,2.57,12,2024-05-18,23.0,8,46.87,24
EASY,2025-08-24,47.0,LE SSERAFIM,79.0,6,2025-08-21,50.0,2,47.0,1,0.0,79.0,0.0,2025-08-24,0,0.0,0.0,100.0,20.0,single,False,2.74,5,2025-02-21,9.0,7,40.64,1
FIELD TRIP,2025-08-24,31.0,¥$ & Kanye West & Ty Dolla $ign,78.0,2,2025-08-10,39.0,13,31.0,2,0.0,78.0,0.0,2025-08-24,0,0.0,0.0,100.0,20.0,album,True,2.79,16,2025-08-04,24.0,1,31.76,2
Super Shy,2025-08-24,49.0,NewJeans,81.0,2,2025-08-22,47.0,1,49.0,2,0.0,81.0,0.0,2025-08-24,0,0.0,0.0,100.0,20.0,single,False,2.58,2,2024-07-09,4.0,2,33.24,2
Please Please Please,2025-08-24,33.0,Sabrina Carpenter,97.0,5,2025-08-16,47.0,7,33.0,9,0.0,97.0,0.0,2025-08-24,0,0.0,0.0,100.0,20.0,single,True,3.11,2,2025-06-10,45.0,4,36.2,9
T.B.H,2025-08-25,44.0,QWER,60.0,2,2025-08-21,47.0,3,44.0,4,0.0,60.0,0.0,2025-08-25,0,0.0,0.0,100.0,20.0,single,False,2.93,7,2025-04-06,47.0,6,39.16,4
Perfect Night,2025-08-25,50.0,LE SSERAFIM,81.0,9,2025-08-19,40.0,5,50.0,1,0.0,81.0,0.0,2025-08-25,0,0.0,0.0,100.0,20.0,single,False,2.65,1,2024-10-29,14.0,10,45.09,1
Cruel Summer,2025-08-25,47.0,Taylor Swift,92.0,12,2025-08-23,47.0,1,47.0,3,0.0,92.0,0.0,2025-08-25,0,0.0,0.0,100.0,20.0,album,False,2.97,18,2024-07-02,38.0,13,49.53,3
EASY,2025-08-26,49.0,LE SSERAFIM,79.0,7,2025-08-24,47.0,1,49.0,2,0.0,79.0,0.0,2025-08-26,0,0.0,0.0,100.0,20.0,single,False,2.74,5,2025-02-21,9.0,7,40.64,2
Who (Acoustic Remix),2025-08-28,45.0,Jimin,63.0,2,2025-08-24,43.0,3,45.0,1,0.0,63.0,0.0,2025-08-28,0,0.0,0.0,100.0,20.0,album,False,3.07,10,2025-07-25,40.0,4,36.2,1
Who (Rock Remix),2025-08-28,42.0,Jimin,63.0,2,2025-08-24,35.0,3,42.0,3,0.0,64.0,1.0,2025-08-28,0,0.0,1.1494252873563218,100.0,20.34,album,False,2.87,10,2025-07-25,43.0,4,36.42,3
Perfect Night,2025-08-28,48.0,LE SSERAFIM,81.0,10,2025-08-25,50.0,2,48.0,1,0.0,81.0,0.0,2025-08-28,0,0.0,0.0,100.0,20.0,single,False,2.65,1,2024-10-29,14.0,10,45.09,1
HAPPY,2025-08-29,42.0,DAY6,57.0,2,2025-03-21,39.0,160,4.0,91,38.0,64.0,7.0,2025-10-06,38,92.6829268292683,8.045977011494253,65.45454545454545,61.85,album,False,3.17,7,2025-03-21,39.0,1,49.66,91
Big Dawgs,2025-08-29,48.0,Hanumankind & Kalmi,92.0,2,2025-08-27,48.0,1,48.0,3,0.0,92.0,0.0,2025-08-29,0,0.0,0.0,100.0,20.0,single,True,3.18,1,2025-08-25,48.0,1,31.76,3
EASY,2025-08-29,45.0,LE SSERAFIM,79.0,8,2025-08-27,49.0,1,45.0,3,0.0,79.0,0.0,2025-08-29,0,0.0,0.0,100.0,20.0,single,False,2.74,5,2025-02-21,9.0,7,40.64,3
Hype Boy,2025-08-31,47.0,NewJeans,79.0,13,2025-08-27,44.0,3,47.0,1,0.0,79.0,0.0,2025-08-31,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
Cruel Summer,2025-08-31,43.0,Taylor Swift,92.0,13,2025-08-27,47.0,3,43.0,1,0.0,92.0,0.0,2025-08-31,0,0.0,0.0,100.0,20.0,album,False,2.97,18,2024-07-02,38.0,13,49.53,1
Perfect Night,2025-09-01,45.0,LE SSERAFIM,81.0,11,2025-08-28,48.0,3,30.0,51,15.0,81.0,0.0,2025-09-02,1,36.58536585365854,0.0,99.0909090909091,38.11,single,False,2.65,1,2024-10-29,14.0,10,56.35,51
If I have you only (My love X Nerd Connection),2025-09-02,46.0,Nerd Connection,53.0,5,2025-04-26,44.0,128,46.0,2,0.0,53.0,0.0,2025-09-02,0,0.0,0.0,100.0,20.0,single,False,4.18,2,2025-04-02,50.0,9,43.61,2
Why?,2025-09-02,49.0,PLAVE,55.0,2,2025-08-28,34.0,4,49.0,2,0.0,55.0,0.0,2025-09-02,0,0.0,0.0,100.0,20.0,single,False,2.46,1,2025-08-26,39.0,1,31.76,2
Don't Look Back in Anger - Remastered,2025-09-02,45.0,Oasis,74.0,2,2025-08-31,31.0,1,45.0,1,0.0,74.0,0.0,2025-09-02,0,0.0,0.0,100.0,20.0,album,False,4.83,40,2025-08-29,32.0,2,33.24,1
Small girl (feat. D.O.),2025-09-02,43.0,Lee Young Ji,75.0,2,2025-08-31,44.0,1,43.0,2,0.0,75.0,0.0,2025-09-02,0,0.0,0.0,100.0,20.0,single,False,3.16,6,2025-06-22,23.0,3,34.72,2
Don't Look Back In Anger - Remastered,2025-09-03,45.0,Oasis,78.0,2,2025-09-01,49.0,1,45.0,1,0.0,78.0,0.0,2025-09-03,0,0.0,0.0,100.0,20.0,album,False,4.83,40,2025-09-01,49.0,1,31.76,1
Don't Look Back in Anger - Remastered,2025-09-04,47.0,Oasis,75.0,3,2025-09-02,45.0,1,47.0,1,0.0,75.0,0.0,2025-09-04,0,0.0,0.0,100.0,20.0,album,False,4.83,40,2025-08-29,32.0,2,33.24,1
Like Crazy,2025-09-05,33.0,Jimin,80.0,2,2025-09-03,38.0,1,8.0,84,25.0,80.0,0.0,2025-11-23,79,60.97560975609756,0.0,28.181818181818187,36.12,single,False,3.54,6,2024-05-18,1.0,1,24.03,84
Touch,2025-09-05,47.0,KATSEYE,82.0,2,2025-09-03,50.0,1,16.0,68,31.0,86.0,4.0,2025-09-24,19,75.60975609756098,4.597701149425287,82.72727272727273,55.73,single,False,2.16,1,2025-08-26,50.0,2,51.58,68
Time of Our Life -Japanese ver.- - Japanese ver.,2025-09-05,50.0,DAY6,55.0,6,2025-08-14,47.0,21,29.0,30,21.0,57.0,2.0,2025-09-19,14,51.21951219512195,2.2988505747126435,87.27272727272728,43.75,single,False,3.43,4,2025-04-01,49.0,7,52.53,30
MILLION DOLLAR BABY,2025-09-07,50.0,Tommy Richman,93.0,2,2025-09-04,49.0,2,50.0,1,0.0,93.0,0.0,2025-09-07,0,0.0,0.0,100.0,20.0,single,False,2.59,2,2025-05-09,43.0,1,31.76,1
Welcome to the Show,2025-09-07,44.0,DAY6,59.0,5,2025-04-19,48.0,140,22.0,74,22.0,61.0,2.0,2025-10-15,38,53.65853658536586,2.2988505747126435,65.45454545454545,40.61,album,False,3.62,7,2025-03-20,36.0,5,42.12,74
Hype Boy,2025-09-07,46.0,NewJeans,79.0,14,2025-08-31,47.0,6,46.0,6,0.0,79.0,0.0,2025-09-07,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,6
If I have you only (My love X Nerd Connection),2025-09-07,48.0,Nerd Connection,53.0,6,2025-09-03,46.0,3,48.0,1,0.0,53.0,0.0,2025-09-07,0,0.0,0.0,100.0,20.0,single,False,4.18,2,2025-04-02,50.0,9,43.61,1
Small girl (feat. D.O.),2025-09-09,44.0,Lee Young Ji,74.0,3,2025-09-03,43.0,5,44.0,3,0.0,74.0,0.0,2025-09-09,0,0.0,0.0,100.0,20.0,single,False,3.16,6,2025-06-22,23.0,3,34.72,3
If I have you only (My love X Nerd Connection),2025-09-09,43.0,Nerd Connection,53.0,7,2025-09-07,48.0,1,43.0,2,0.0,53.0,0.0,2025-09-09,0,0.0,0.0,100.0,20.0,single,False,4.18,2,2025-04-02,50.0,9,43.61,2
Ditto,2025-09-13,48.0,NewJeans,78.0,18,2025-08-16,48.0,27,48.0,2,0.0,78.0,0.0,2025-09-13,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,2
Who (Rock Remix),2025-09-13,49.0,Jimin,64.0,3,2025-08-30,47.0,13,49.0,1,0.0,64.0,0.0,2025-09-13,0,0.0,0.0,100.0,20.0,album,False,2.87,10,2025-07-25,43.0,4,36.2,1
Small girl (feat. D.O.),2025-09-13,50.0,Lee Young Ji,74.0,4,2025-09-11,47.0,1,31.0,19,19.0,74.0,0.0,2025-09-17,4,46.34146341463415,0.0,96.36363636363636,42.44,single,False,3.16,6,2025-06-22,23.0,3,48.04,19
Hype Boy,2025-09-14,50.0,NewJeans,79.0,15,2025-09-12,46.0,1,50.0,1,0.0,79.0,0.0,2025-09-14,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
If I have you only (My love X Nerd Connection),2025-09-15,50.0,Nerd Connection,53.0,8,2025-09-10,43.0,4,36.0,12,14.0,54.0,1.0,2025-09-17,2,34.14634146341464,1.1494252873563218,98.1818181818182,37.05,single,False,4.18,2,2025-04-02,50.0,9,53.97,12
Ditto,2025-09-16,49.0,NewJeans,78.0,19,2025-09-14,49.0,1,45.0,5,4.0,79.0,1.0,2025-09-19,3,9.75609756097561,1.1494252873563218,97.27272727272728,24.68,single,False,3.09,1,2024-05-18,15.0,24,68.12,5
You Were Beautiful,2025-09-16,47.0,DAY6,65.0,3,2025-04-20,49.0,148,37.0,19,10.0,65.0,0.0,2025-09-25,9,24.390243902439025,0.0,91.81818181818184,30.56,album,False,4.72,14,2025-04-14,48.0,12,52.7,19
Hype Boy,2025-09-16,44.0,NewJeans,79.0,16,2025-09-14,50.0,1,44.0,5,0.0,79.0,0.0,2025-09-16,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,5
Pump Up The Volume!,2025-09-17,47.0,PLAVE,67.0,2,2025-09-15,45.0,1,45.0,5,2.0,67.0,0.0,2025-09-18,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,2.99,1,2025-08-22,28.0,2,34.44,5
Cruel Summer,2025-09-18,49.0,Taylor Swift,92.0,14,2025-08-31,43.0,17,49.0,1,0.0,92.0,0.0,2025-09-18,0,0.0,0.0,100.0,20.0,album,False,2.97,18,2024-07-02,38.0,13,49.53,1
T.B.H,2025-09-19,50.0,QWER,60.0,3,2025-08-28,49.0,21,50.0,1,0.0,60.0,0.0,2025-09-19,0,0.0,0.0,100.0,20.0,single,False,2.93,7,2025-04-06,47.0,6,39.16,1
Super Shy,2025-09-19,49.0,NewJeans,81.0,3,2025-08-25,49.0,24,49.0,1,0.0,81.0,0.0,2025-09-19,0,0.0,0.0,100.0,20.0,single,False,2.58,2,2024-07-09,4.0,2,33.24,1
Taste,2025-09-20,47.0,Sabrina Carpenter,96.0,2,2025-09-16,48.0,3,43.0,2,4.0,96.0,0.0,2025-09-21,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,2.62,12,2025-08-28,50.0,3,37.47,2
Boom Boom Bass,2025-09-20,48.0,RIIZE,67.0,2,2025-09-18,48.0,1,44.0,2,4.0,67.0,0.0,2025-09-21,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,2.55,8,2025-06-18,14.0,2,35.99,2
Who (Rock Remix),2025-09-21,49.0,Jimin,65.0,4,2025-09-13,49.0,7,16.0,45,33.0,66.0,1.0,2025-10-07,16,80.48780487804879,1.1494252873563218,85.45454545454545,57.68,album,False,2.87,10,2025-07-25,43.0,4,56.46,45
Who (Acoustic Remix),2025-09-21,50.0,Jimin,64.0,3,2025-08-28,45.0,23,29.0,8,21.0,65.0,1.0,2025-09-22,1,51.21951219512195,1.1494252873563218,99.0909090909091,45.77,album,False,3.07,10,2025-07-25,40.0,4,52.32,8
Who (Beautiful Mind Remix),2025-09-22,32.0,Jimin,63.0,6,2025-08-23,49.0,29,32.0,3,0.0,64.0,1.0,2025-09-22,0,0.0,1.1494252873563218,100.0,20.34,album,False,2.97,10,2025-07-25,42.0,12,48.27,3
Who (Funky Remix),2025-09-22,34.0,Jimin,64.0,4,2025-08-24,42.0,28,34.0,3,0.0,64.0,0.0,2025-09-22,0,0.0,0.0,100.0,20.0,album,False,3.14,10,2025-07-25,46.0,11,46.57,3
Who (Shibuyakei Remix),2025-09-22,31.0,Jimin,64.0,2,2025-08-23,45.0,29,31.0,3,0.0,64.0,0.0,2025-09-22,0,0.0,0.0,100.0,20.0,album,False,2.78,10,2025-07-25,41.0,7,40.64,3
Who (Instrumental),2025-09-22,30.0,Jimin,63.0,3,2025-08-24,45.0,28,30.0,3,0.0,63.0,0.0,2025-09-22,0,0.0,0.0,100.0,20.0,album,False,2.85,10,2025-07-25,44.0,8,42.13,3
Boom Boom Bass,2025-09-23,45.0,RIIZE,67.0,3,2025-09-21,44.0,1,45.0,2,0.0,67.0,0.0,2025-09-23,0,0.0,0.0,100.0,20.0,album,False,2.55,8,2025-06-18,14.0,2,33.24,2
Bubble Gum,2025-09-23,49.0,NewJeans,76.0,2,2025-09-21,42.0,1,49.0,4,0.0,76.0,0.0,2025-09-23,0,0.0,0.0,100.0,20.0,single,False,3.34,4,2025-05-26,4.0,5,37.68,4
Hype Boy,2025-09-23,50.0,NewJeans,79.0,17,2025-09-20,50.0,2,49.0,2,1.0,79.0,0.0,2025-09-24,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.98,4,2024-05-18,18.0,18,57.37,2
double take,2025-09-25,39.0,Dhruv,83.0,2,2025-09-22,49.0,2,39.0,2,0.0,83.0,0.0,2025-09-25,0,0.0,0.0,100.0,20.0,album,False,2.86,8,2025-09-22,49.0,6,39.16,2
Taste,2025-09-25,47.0,Sabrina Carpenter,96.0,3,2025-09-21,43.0,3,47.0,1,0.0,96.0,0.0,2025-09-25,0,0.0,0.0,100.0,20.0,album,False,2.62,12,2025-08-28,50.0,3,34.72,1
Ditto,2025-09-25,45.0,NewJeans,78.0,20,2025-09-20,49.0,4,45.0,1,0.0,78.0,0.0,2025-09-25,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
踊り子,2025-09-25,44.0,Vaundy,71.0,2,2025-09-22,50.0,2,44.0,2,0.0,71.0,0.0,2025-09-25,0,0.0,0.0,100.0,20.0,album,False,3.82,35,2025-06-30,29.0,1,31.76,2
Who (Instrumental),2025-09-26,50.0,Jimin,63.0,4,2025-09-24,41.0,1,42.0,3,8.0,63.0,0.0,2025-09-28,2,19.51219512195122,0.0,98.1818181818182,29.39,album,False,2.85,10,2025-07-25,44.0,8,47.63,3
Who (Beautiful Mind Remix),2025-09-27,45.0,Jimin,64.0,7,2025-09-24,45.0,2,45.0,2,0.0,64.0,0.0,2025-09-27,0,0.0,0.0,100.0,20.0,album,False,2.97,10,2025-07-25,42.0,12,48.05,2
Who (Shibuyakei Remix),2025-09-27,47.0,Jimin,64.0,3,2025-09-24,44.0,2,43.0,2,4.0,64.0,0.0,2025-09-28,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,2.78,10,2025-07-25,41.0,7,43.4,2
Who (Funky Remix),2025-09-27,49.0,Jimin,64.0,5,2025-09-24,46.0,2,44.0,2,5.0,64.0,0.0,2025-09-28,1,12.195121951219512,0.0,99.0909090909091,25.92,album,False,3.14,10,2025-07-25,46.0,11,50.1,2
Bubble Gum,2025-09-28,49.0,NewJeans,76.0,3,2025-09-26,49.0,1,45.0,3,4.0,76.0,0.0,2025-09-30,2,9.75609756097561,0.0,98.1818181818182,24.51,single,False,3.34,4,2025-05-26,4.0,5,40.09,3
Taste,2025-09-28,50.0,Sabrina Carpenter,96.0,4,2025-09-25,47.0,2,45.0,2,5.0,96.0,0.0,2025-09-29,1,12.195121951219512,0.0,99.0909090909091,25.92,album,False,2.62,12,2025-08-28,50.0,3,38.25,2
Hype Boy,2025-09-29,49.0,NewJeans,78.0,18,2025-09-24,49.0,4,49.0,2,0.0,78.0,0.0,2025-09-29,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,2
Pleasure Shop,2025-09-29,48.0,KEY,57.0,2,2025-09-27,50.0,1,48.0,1,0.0,57.0,0.0,2025-09-29,0,0.0,0.0,100.0,20.0,single,False,3.04,6,2025-09-25,43.0,1,31.76,1
If I have you only (My love X Nerd Connection),2025-09-29,42.0,Nerd Connection,53.0,9,2025-09-26,46.0,2,31.0,22,11.0,54.0,1.0,2025-10-15,16,26.82926829268293,1.1494252873563218,85.45454545454545,30.85,single,False,4.18,2,2025-04-02,50.0,9,46.85,22
T.B.H,2025-09-29,44.0,QWER,59.0,4,2025-09-19,50.0,9,42.0,9,2.0,59.0,0.0,2025-09-30,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,2.93,7,2025-04-06,47.0,6,40.37,9
Who (Instrumental),2025-09-30,48.0,Jimin,63.0,5,2025-09-28,42.0,1,17.0,34,31.0,65.0,2.0,2025-10-07,7,75.60975609756098,2.2988505747126435,93.63636363636364,57.22,album,False,2.85,10,2025-07-25,44.0,8,64.14,34
Who (Acoustic Remix),2025-09-30,44.0,Jimin,65.0,4,2025-09-28,39.0,1,18.0,36,26.0,66.0,1.0,2025-10-07,7,63.41463414634146,1.1494252873563218,93.63636363636364,50.78,album,False,3.07,10,2025-07-25,40.0,4,54.13,36
Who (Beautiful Mind Remix),2025-09-30,49.0,Jimin,64.0,8,2025-09-28,46.0,1,20.0,18,29.0,64.0,0.0,2025-10-07,7,70.73170731707317,0.0,93.63636363636364,54.09,album,False,2.97,10,2025-07-25,42.0,12,68.08,18
Who (Shibuyakei Remix),2025-09-30,46.0,Jimin,64.0,4,2025-09-28,43.0,1,20.0,18,26.0,65.0,1.0,2025-10-10,10,63.41463414634146,1.1494252873563218,90.9090909090909,50.23,album,False,2.78,10,2025-07-25,41.0,7,57.55,18
double take,2025-09-30,47.0,Dhruv,82.0,3,2025-09-26,44.0,3,47.0,2,0.0,82.0,0.0,2025-09-30,0,0.0,0.0,100.0,20.0,album,False,2.86,8,2025-09-22,49.0,6,39.16,2
Who (Funky Remix),2025-10-01,41.0,Jimin,64.0,6,2025-09-28,44.0,2,23.0,14,18.0,64.0,0.0,2025-10-07,6,43.90243902439025,0.0,94.54545454545456,40.86,album,False,3.14,10,2025-07-25,46.0,11,58.44,14
If We Ever Meet Again,2025-10-01,48.0,Lim Young Woong,56.0,4,2025-09-29,43.0,1,46.0,5,2.0,56.0,0.0,2025-10-02,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,4.57,12,2024-05-18,27.0,4,37.41,5
Bubble Gum,2025-10-02,50.0,NewJeans,75.0,4,2025-09-30,45.0,1,50.0,2,0.0,75.0,0.0,2025-10-02,0,0.0,0.0,100.0,20.0,single,False,3.34,4,2025-05-26,4.0,5,37.68,2
Steady,2025-10-02,48.0,NCT WISH,59.0,2,2025-09-29,37.0,2,48.0,1,0.0,59.0,0.0,2025-10-02,0,0.0,0.0,100.0,20.0,album,False,2.99,7,2025-09-26,39.0,1,31.76,1
double take,2025-10-03,48.0,Dhruv,82.0,4,2025-10-01,49.0,1,45.0,7,3.0,82.0,0.0,2025-10-08,5,7.317073170731707,0.0,95.45454545454544,22.75,album,False,2.86,8,2025-09-22,49.0,6,39.77,7
Nice Guy,2025-10-04,49.0,BOYNEXTDOOR,70.0,2,2025-09-29,46.0,4,49.0,1,0.0,70.0,0.0,2025-10-04,0,0.0,0.0,100.0,20.0,album,False,2.75,7,2025-09-11,31.0,1,31.76,1
Ditto,2025-10-05,50.0,NewJeans,78.0,21,2025-09-25,45.0,9,46.0,4,4.0,78.0,0.0,2025-10-07,2,9.75609756097561,0.0,98.1818181818182,24.51,single,False,3.09,1,2024-05-18,15.0,24,68.24,4
Melt Down,2025-10-06,40.0,DAY6,65.0,2,2025-10-04,37.0,1,40.0,1,0.0,65.0,0.0,2025-10-06,0,0.0,0.0,100.0,20.0,album,False,2.76,8,2025-09-04,16.0,4,36.2,1
Bubble Gum,2025-10-06,48.0,NewJeans,75.0,5,2025-10-03,50.0,2,48.0,1,0.0,75.0,0.0,2025-10-06,0,0.0,0.0,100.0,20.0,single,False,3.34,4,2025-05-26,4.0,5,37.68,1
Time of Our Life -Japanese ver.- - Japanese ver.,2025-10-06,37.0,DAY6,56.0,7,2025-10-04,41.0,1,37.0,1,0.0,56.0,0.0,2025-10-06,0,0.0,0.0,100.0,20.0,single,False,3.43,4,2025-04-01,49.0,7,40.64,1
You Were Beautiful,2025-10-06,44.0,DAY6,65.0,4,2025-10-04,46.0,1,44.0,1,0.0,65.0,0.0,2025-10-06,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-04-14,48.0,12,48.05,1
If We Ever Meet Again,2025-10-07,50.0,Lim Young Woong,55.0,5,2025-10-05,48.0,1,46.0,5,4.0,55.0,0.0,2025-10-08,1,9.75609756097561,0.0,99.0909090909091,24.7,album,False,4.57,12,2024-05-18,27.0,4,38.95,5
녹아내려요 Melt Down,2025-10-07,40.0,DAY6,55.0,2,2025-10-05,30.0,1,40.0,1,0.0,55.0,0.0,2025-10-07,0,0.0,0.0,100.0,20.0,single,False,2.76,8,2025-10-05,30.0,1,31.76,1
예뻤어,2025-10-07,44.0,DAY6,49.0,2,2025-10-05,43.0,1,44.0,1,0.0,49.0,0.0,2025-10-07,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-10-05,43.0,1,31.76,1
한 페이지가 될 수 있게,2025-10-07,35.0,DAY6,52.0,2,2025-10-05,36.0,1,35.0,1,0.0,52.0,0.0,2025-10-07,0,0.0,0.0,100.0,20.0,single,False,3.43,6,2025-10-05,36.0,1,31.76,1
Time of Our Life -Japanese ver.- - Japanese ver.,2025-10-08,40.0,DAY6,56.0,8,2025-10-06,37.0,1,25.0,51,15.0,56.0,0.0,2025-10-21,13,36.58536585365854,0.0,88.18181818181819,35.93,single,False,3.43,4,2025-04-01,49.0,7,47.79,51
Melt Down,2025-10-08,41.0,DAY6,65.0,3,2025-10-06,40.0,1,28.0,23,13.0,65.0,0.0,2025-10-15,7,31.70731707317073,0.0,93.63636363636364,34.58,album,False,2.76,8,2025-09-04,16.0,4,43.86,23
You Were Beautiful,2025-10-08,49.0,DAY6,65.0,5,2025-10-06,44.0,1,49.0,1,0.0,65.0,0.0,2025-10-08,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-04-14,48.0,12,48.05,1
ETA,2025-10-09,49.0,NewJeans,78.0,13,2025-07-24,50.0,76,43.0,7,6.0,78.0,0.0,2025-10-14,5,14.634146341463412,0.0,95.45454545454544,26.41,single,False,2.52,6,2024-07-23,3.0,16,56.91,7
T.B.H,2025-10-10,50.0,QWER,59.0,5,2025-10-07,49.0,2,49.0,2,1.0,59.0,0.0,2025-10-11,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.93,7,2025-04-06,47.0,6,39.59,2
Ditto,2025-10-12,45.0,NewJeans,77.0,22,2025-10-08,50.0,3,30.0,5,15.0,77.0,0.0,2025-10-15,3,36.58536585365854,0.0,97.27272727272728,37.75,single,False,3.09,1,2024-05-18,15.0,24,76.41,5
